leftElbX,leftElbY,rightElbX,rightElbY,leftWrsX,leftWrsY,rightWrsX,rightWrsY,leftAnkX,leftAnkY,rightAnkX,rightAnkY,Category
76.9120240025947,23.463937466246605,-35.963314777450336,69.34183673635995,51.21771208507079,-7.5745234693534655,-38.11971273867536,103.41946522085583,15.590763416735598,184.80110841038623,1.247322982619238,185.49083097899472,0
77.18423795143454,26.32480818010025,-33.11603254845171,69.51066631287453,53.05845598302463,-13.241905739335238,-37.180360281977684,99.17913837655509,19.27901288414742,184.0994756509358,5.261752061574839,184.88003521114013,0
72.96698687141506,24.810668559389825,-34.225095570783225,70.3526533995157,54.777796908575255,-6.003725296792354,-43.52658759759095,105.2790892263331,17.54703085710102,185.82040443726552,3.087399094021265,185.98024193414918,0
66.57420002532842,46.631302629463406,-38.42648995989491,54.89529533608878,75.92354238265222,12.79337916392761,-44.3101663997665,97.10693507806802,0.6562056708428656,184.68320034589283,5.6745545873382355,184.75916165322184,0
47.022459850237055,67.54284916220938,-61.660445432254775,38.46004129847664,50.158215311250785,111.75754575877802,-68.25050134139303,-5.410466583786302,2.404881544150271,185.07588419932802,4.20296628187603,185.27876996808482,0
44.71004876645159,69.40576988435443,-64.02157976469643,41.99681824747226,46.18948164617041,109.95810022613882,-59.2835465293914,-0.9613422220319165,1.1557291453914331,186.0791778749993,4.746502475515882,186.06748024313367,0
46.66198584820046,69.32332413669691,-65.22738307366576,45.27886897209554,48.57714055577139,111.04080217821588,-57.96159640360436,5.195292331829151,4.213980106992011,185.96047144455673,-9.288252002998092,185.77548168048787,0
44.39823998551424,70.1617892150285,-74.35181743903847,45.66759209688536,49.8793535195436,113.43785334190042,-50.04125993539387,10.878468116433694,0.9070906657653097,186.70252241513143,4.918461991655221,186.4920481169734,0
44.16176335820893,68.3890513872822,-71.41635932811039,48.167461968581506,47.790954827334645,112.12948166442754,-50.77413601170254,11.539917001464488,0.6489902154944787,186.71395273060187,4.539493114799853,186.53631423697863,0
46.344225972542944,68.28721389464368,-68.41908610980336,48.35680536490935,50.55008806607137,112.78583515247018,-53.45556346358957,11.389014635104616,2.628118147645921,187.63140364611658,-10.98664845937887,187.35560172958597,0
60.81889390017736,58.86840291524213,-67.06493288162619,41.76054102901354,65.93809053591715,44.937704787643966,-59.01428252342612,6.722209704061427,4.226208753622899,182.53999226056186,8.685398609141885,182.9263007710416,0
76.95280457285128,29.648631927104304,-70.58742927670015,38.39725770838993,57.04135393818066,-7.499546856267912,-52.07300139772289,7.875759685085896,21.190524936186193,180.5917872065236,-10.3131204495634,180.29382252043789,0
78.89451015784121,36.32257160973458,-62.16966354429489,45.61070143480711,65.09843589266916,-0.6179804004119944,-71.79709872383087,2.3216742022028285,22.24962386639666,182.9889735591087,6.959731384010183,183.1971870090247,0
77.43724756203736,41.96466193588792,-60.37939791549505,40.513384110268916,71.44731974323437,8.33760866395231,-66.00289040966257,3.559419802654574,22.14540470434997,183.19517166466102,8.78812132642426,183.4584214344099,0
74.44465540726364,46.31485679270229,-62.183995376765026,48.26553007044218,62.63840263455759,10.380176440287201,-64.04657308229676,6.767584470459468,21.315752021997383,183.32837249518371,-8.84057622011531,183.17116902496105,0
71.84643634098512,50.08883967937662,-69.43933360771447,47.86375951210347,53.20350817669225,17.09987596547093,-52.26302870516648,19.175302750405635,5.496620111428342,184.25731022302278,-26.549573677523128,183.13176720058868,0
82.24223075209889,38.68549484687094,-24.320092391411166,75.79699304781073,46.19318295545614,5.118662281259034,-31.0490413630519,111.7766674390563,13.630888596582963,188.97382240119148,16.635441664127967,189.4953618717565,0
81.38399003544669,31.51046167551776,-20.63123335634225,70.17144113199258,46.726348706256545,-1.681095408094535,-24.427987814877298,107.97208399160364,17.095687509974624,185.0917609285288,5.225777533267717,185.18880039801394,0
76.92902412859846,28.38946970520317,-10.697365502902983,70.99131206594089,34.0660354970494,-14.892808518984907,-19.210571259376152,96.93820332738676,23.256909337025206,185.76354136262884,10.515446259353865,186.48035298989439,0
86.40646071749438,35.03033486321743,-15.620157226978122,70.95884035997355,58.2005268868769,-7.1469428242412505,-24.431502587136606,101.62641169496084,6.921134570229356,187.37528235995816,-7.53820503732112,187.16517642198372,0
86.44643669462391,38.809914312937835,-16.075042620707123,70.1936294712445,64.27867704792246,-4.545599975938458,-25.102336351045835,104.36240296651418,23.85086271085629,186.18926134264888,-6.277961165060788,186.50085931274214,0
85.56502344891254,42.53827781644779,-17.39309863821542,72.45826135001758,61.66369831515658,1.9334883367505142,-25.279968721857344,104.48947888056128,23.96961798463815,186.54994871249923,-6.014491148032107,186.3854960418861,0
79.84411846339006,46.894953860846954,-20.76071468308743,71.92662586729816,61.89563459923295,5.1773891258796425,-27.490107141116255,106.44449481472432,6.384488209676192,186.16472256554707,10.158050848816146,186.79628299715918,0
71.15744468303043,34.0544727061973,-21.706274975134704,70.6247002234255,94.41900457389625,-7.652045641427833,-29.242720678158776,104.89708213026886,-5.961578922049085,185.1906549837803,14.047401702821475,185.37943344635727,0
76.701023420935,35.18774268228256,-19.86293625738834,69.45401430130005,125.05114291892443,9.630406273942057,-28.425458340329428,104.92875404395019,-6.088771152125247,185.6187110860988,-4.8032509213755645,185.51949457435757,0
75.31628831351316,41.54330227625509,-19.858163247312547,70.72023028065722,71.69545921370215,-0.7910540595592721,-26.215995169799143,102.99157057290874,-5.701322963729439,184.46148806160994,13.318283363075125,184.65988379160257,0
75.44282957737548,42.115036522831915,-21.58600959332537,70.97269329115575,45.25284229085602,4.4928836451430385,-34.32070884259295,104.3157265807868,-5.647751083053976,183.12586063540863,-3.240592192119209,183.04652583274395,0
